Assume that a TV network is airing a celebrity interview program with a live audience	The politician appearing is highly controversial and has recently generated a good deal of rancor amid certain groups	Conjunction
The politician appearing is highly controversial and has recently generated a good deal of rancor amid certain groups	In a planned protest against his appearance, several members of the studio audience chain themselves in front of the TV cameras in such a way that the program cannot continue	Cause
In a planned protest against his appearance, several members of the studio audience chain themselves in front of the TV cameras in such a way that the program cannot continue	The network must refund money to the advertisers and loses considerable revenue and prestige	Cause
Or maybe the TV network would lose nothing	Geraldo or Phil would probably pull up another camera and interview the chained protesters	Cause
Geraldo or Phil would probably pull up another camera and interview the chained protesters	Let us look for a moment at another type of non-violent civil disobedience that only harms other people indirectly, yet does irreparable damage to the nation as a whole	Conjunction
Let us look for a moment at another type of non-violent civil disobedience that only harms other people indirectly, yet does irreparable damage to the nation as a whole	those young men who chose to disobey their country's call to arms during the Vietnam war and fled to Canada or some other sanctuary to avoid combat	Restatement
I am referring to those young men who chose to disobey their country's call to arms during the Vietnam war and fled to Canada or some other sanctuary to avoid combat	Their cowardly acts of civil disobedience weakened the national fabric and threw additional burdens on those who served honorably in that conflict	Cause
Even more at fault are those leaders in and out of government who urged and supported their defections, thereby giving great help and comfort to the enemy propagandists	It is amazing that the ensuing mass executions in Vietnam and Cambodia do not weight more heavily on minds so morally fine-tuned	Cause
It is amazing that the ensuing mass executions in Vietnam and Cambodia do not weight more heavily on minds so morally fine-tuned	Worse, it remained to a well-meaning but naive president of the United States to administer the final infamy upon those who fought and died in Vietnam	Contrast
Under the guise of "healing the wounds of the nation," President Carter pardoned thousands of draft evaders, thus giving dignity to their allegations of the war's "immorality	The precedent having been set, who can complain if future generations called upon to defend the U.S. yield to the temptation to avoid the danger of combat by simply declaring the war immoral and hiding until it is over	Contrast
to point out the extraordinarily high visibility of non-violent civil disobedience in these days of intensive media coverage	Finally, I think it important	Restatement
Give television a chance to cover live any breaking of the law, and no second invitation will be required	This brings into question the motives of those who lead civil disobedience demonstrations	Cause
This brings into question the motives of those who lead civil disobedience demonstrations	Do they want the spotlight for themselves or for their cause	Restatement
Here is a good rule of thumb: If the movement produced the leader, the chance that he is sincere is much greater than if the leader produced the movement	In either case, ask yourself whether you have become better informed on the issues under protest by watching the act of civil disobedience	Conjunction
In either case, ask yourself whether you have become better informed on the issues under protest by watching the act of civil disobedience	If you have not, it is probable that a thorough airing of the dispute by calm and rational debate would have been the better course	Cause
The tax increase would cover only part of the estimated $4 billion to $6 billion in total damage caused by the Oct. 17 quake	Aside from as much as $3.45 billion in recently approved federal aid, the state is expected to draw from a gubernatorial emergency fund that currently stands at an estimated $700 million	Cause
The sales-tax plan was preferred over an alternative that would have boosted the state gasoline tax	that a gas-tax increase would take too long and possibly damage chances of a major gas-tax-increasing ballot initiative that voters will consider next June	Cause
net rose to $108.8 million, or $1.35 a share, from $90.5 million, or $1.12 a share, a year ago	Sales rose 6.2% to $1.45 billion from $1.37 billion	Conjunction
After a flat second quarter tied largely to lower newsprint earnings, Kimberly-Clark attributed the gain to improved results in its consumer businesses in North America, Brazil and Korea	Those gains came from higher prices, particularly for disposable diapers and tissue products, and from increased sales, primarily for feminine-care products	Restatement
Those gains came from higher prices, particularly for disposable diapers and tissue products, and from increased sales, primarily for feminine-care products	the company said	Contrast
In the first nine months, profit rose 10% to $313.2 million, or $3.89 a share, from $283.9 million, or $3.53 a share	Sales rose 6.7% to $4.27 billion from $4 billion	Contrast
The 1988-return project starts Jan. 1 and is to be done by May 31, 1991	Specially trained IRS agents will look for under-reported income and unsupported deductions and credits	Restatement
The agents will make more than routine inquiries about such items as marital status and dependents	they want to look at living standards and business assets	Cause
But they also are to see that taxpayers get all allowable tax benefits and to ask if filers who sought IRS aid were satisfied with it	Courts have ruled that taxpayers must submit to TCMP audits, but the IRS will excuse from the fullscale rigors anyone who was audited without change for either 1986 or 1987	Conjunction
Sen. Pryor (D., Ark.), a leader on the issue who generally backs the House plan, wants some changes -- for one, separate sanctions for negligence and large misstatements of tax owed, not a single penalty	He would ease the proposed penalties for delayed payroll-tax deposits and for faulty Form 1099 and other reports that taxpayers correct voluntarily	Conjunction
He would ease the proposed penalties for delayed payroll-tax deposits and for faulty Form 1099 and other reports that taxpayers correct voluntarily	The General Accounting Office urges Congress to ensure that all penalties retain their force as deterrents	Contrast
States are following suit	California enacted a rights law in 1988	Restatement
California enacted a rights law in 1988	In 1989, Illinois, Kansas, Ohio, Oregon and South Carolina have adopted rights laws	Conjunction
In 1989, Illinois, Kansas, Ohio, Oregon and South Carolina have adopted rights laws	the Federation of Tax Administrators, a state officials' group, reports	Contrast
One group is the Committee on State Taxation	its efforts begun in 1989 have led to the introduction of bills in Massachusetts, Minnesota and Colorado to establish evenhanded procedures affecting all kinds of taxpayers	Restatement
THE MILEAGE RATE allowed for business use of a car in 1989 has risen to 25.5 cents a mile for the first 15,000 from 24 cents in 1988	the rate stays 11 cents for each added mile	Conjunction
HUGO FELLED vast timberlands	South Carolina's congressional delegation has entered Senate and House bills to provide special casualty-loss treatment and other tax relief for timber growers in the hurricane disaster areas	Cause
Charles O. Givens of Mount Vernon, Ind.-investment broker, ex-accountant, and son of a former stable owner-bred Tennessee Walking Horses for six years, raised cattle for four, and never made a profit on either	He claimed losses totaling $42,455 -- and the IRS denied them all	Cause
Special Judge Galloway noted that Givens managed horse-breeding in a businesslike way	He kept detailed accounts, practiced soil conservation, enhanced his experience by consulting experts, spent several hours a day doing chores, and dropped the sideline when his best brood mare died	Restatement
Yet he took little businesslike care with his cattle	He had no prior experience and didn't seek business counsel about them	Instantiation
It's unclear whether Eastern will succeed in overturning the arbitrator's decision, made in a long-simmering "pay parity" dispute that predates both the carrier's Chapter 11 petition and its 1986 acquisition by Texas Air	All Eastern's previous court efforts to head off the pilots' demands have failed	Concession
the law isn't clear on how such an arbitration ruling can affect a company's case	Bankruptcy experts said	Cause
the company was disappointed by the ruling	In a statement to employees, Eastern said	Cause
the pilots were extremely pleased	James Linsey, a lawyer for the Air Line Pilots Association, said	Cause
The dispute between Eastern and its pilots is over a "pay parity" clause in the pilots' contract	The clause was part of an agreement in which pilots accepted a substantial pay cut as long as no other labor group got a raise. 

Shortly after Texas Air took control of Eastern, some Machinists union supervisors received a 20% pay raise.
The pilots argued that this triggered a pay raise for them.
Eastern has disputed the claim	Restatement
Shortly after Texas Air took control of Eastern, some Machinists union supervisors received a 20% pay raise	The pilots argued that this triggered a pay raise for them	Cause
The pilots argued that this triggered a pay raise for them	Eastern has disputed the claim, but a federal district court, an appeals court and now the arbitrator have all sided with the pilots	Asynchronous
The two sides don't even agree about how much money is at issue	The pilots put the amount as high as $100 million, the company at $65 million	Restatement
Ironically, many of the pilots involved have left Eastern or are still striking the carrier, which filed for bankruptcy protection March 9	About 800 have crossed the picket lines and returned to work	Concession
Few people in the advertising business have raised as many hackles as Alvin A. Achenbaum	The general public may not know his name, but he's famous -- make that infamous -- in advertising circles	Restatement
The general public may not know his name, but he's famous -- make that infamous -- in advertising circles	A marketing consultant, he pioneered slashing ad agency commissions, to the delight of advertising clients and the dismay of agencies	Cause
Now, after beating them, Mr. Achenbaum is joining them	Backer Spielvogel Bates Worldwide named Mr. Achenbaum, 62, vice chairman of professional services, reporting directly to Carl Spielvogel, chairman and chief executive officer	Restatement
hiring Mr. Achenbaum is a shrewd move for Backer Spielvogel, a unit of Saatchi & Saatchi	But industry executives also believe	Cause
At Backer Spielvogel, he will work with clients and potential clients on marketing strategies	aside from agency compensation issues, he helped Nissan, for example, come up with its positioning and pricing for its new Infiniti line	Conjunction
His client contacts, meanwhile, could prove a gold mine for an agency that has had few new business wins of late	I've done over 40 ad agency searches {for clients}, so I have a pretty good notion of what clients are interested in when they look for an agency	Cause
I've done over 40 ad agency searches {for clients}, so I have a pretty good notion of what clients are interested in when they look for an agency	Mr. Achenbaum said	Conjunction
At Backer Spielvogel, Mr. Spielvogel's hallmark has been personal involvement with all major clients	He pampers them; he invites them to fabulous parties; he strokes them	Restatement
He pampers them	he invites them to fabulous parties	Conjunction
He pampers them; he invites them to fabulous parties	he strokes them	Conjunction
Mr. Achenbaum, too, delves into his clients' business	Carl has a much higher degree of intimacy with his clients than is ordinary for an agency his size	Restatement
Mr. Achenbaum's move follows the announcement last month that his consulting partner, Stanley Canter, 66, would retire	When the announcement came out, "I picked up the phone and said, `Why don't you come to us	Cause
Ad agencies typically earned a straight 15% commission	if a client spent $100 million on TV time, the agency made $15 million	Restatement
But Mr. Achenbaum pioneered negotiated fees, which often worked out to less than 15%	More recently, he negotiated "indemnification" clauses in which an ad agency in some cases must pay a client if it drops the account	Asynchronous
He ultimately became so well-known for cutting compensation, however, that clients didn't seek him out for anything else	I was very frustrated	Cause
I was very frustrated	The fact of the matter is, I am a marketer	Cause
The fact of the matter is, I am a marketer	That's another reason {for the Backer Spielvogel job}	Cause
That's another reason {for the Backer Spielvogel job	It struck me as a way to get back to what I really want to do	Restatement
Mr. Achenbaum will work with clients to determine the mix of promotion, merchandising, publicity and other marketing outlets, and to integrate those services	Mr. Spielvogel said	Instantiation
He will concentrate on, among others, J.P. Morgan and Hyundai	Mr. Achenbaum helped Morgan in its recent agency search, and he has a long relationship with Hyundai, which is having severe troubles, including declining sales	Cause
The trail of revenue is increasingly going away from pure advertising, and going towards other services	Mr. Spielvogel said	Cause
We have redefined our mission here	Our mission is to help our clients grow, and to use every tool of marketing communications to accomplish that	Restatement
Industry executives are wishing Mr. Achenbaum well	Leonard Matthews, then-president of the American Association of Advertising Agencies, called Mr. Achenbaum a "quisling" in an incendiary 1987 speech	Asynchronous
Leonard Matthews, then-president of the American Association of Advertising Agencies, called Mr. Achenbaum a "quisling" in an incendiary 1987 speech	Yesterday, Mr. Matthews, now a consultant with the Stamford, Conn., firm Matthews & Johnston, quipped, "I think he'll be very good at that {new job}	Contrast
and marks the end of its national cooperative advertising efforts	For years, the company's ads were tied in with pitches for Cannon sheets or Martex towels, for example, and an announcer at the end of the ads would tell customers where to "find the true performance label	Asynchronous
With the new TV spots, Ogilvy & Mather has opted for a family style with lots of laughter, hugs and tears	We're making a fairly obvious plea for some emotional reaction	Restatement
third-quarter net income rose 54% to $5.6 million, or 22 cents a share, from $3.6 million, or 15 cents a share, a year earlier	Revenue increased 20% to $246.6 million from $204.8 million	Conjunction
The interview did not touch on Singapore's domestic affairs	Skipping personal pleasantries, Mr. Lee picked up exactly where he left off several months earlier -- before the government crackdown in China -- when he had warned that the orthodox leadership in Beijing feared a plurality of views	Alternative
It is a very unhappy scene	he said	Cause
and now that team is part in exile, part being rusticated and part missing	Rebuilding that team will take another 10 years	Cause
In important particulars, the Soviets are different from the Chinese	They are already industrialized	Instantiation
They are already industrialized	Their problem is one of inefficiency of an industrial economy	Cause
Their problem is one of inefficiency of an industrial economy	The Chinese problem is much greater -- it's how to industrialize to begin with	Contrast
I would think that the Soviets face a deeper dilemma because they have been more in blinkers than the Chinese -- I mean keeping their people cut off from the outside world	Mr. Lee said	Concession
If America can keep up the present situation -- her markets open for another 15 years, with adjustments, and Japan can grow and not cut back, and so too, Korea, Taiwan, Hong Kong, Singapore, ASEAN, Australia and New Zealand -- then in 15 years, the economies of these countries would be totally restructured to be able to almost sustain growth by themselves	In such an arrangement, "all benefit	Cause
And if the Europeans come in, they benefit too	It's not a zero-sum game	Cause
the goal "is to have a free and open world trading system	Mr. Lee said	Restatement
An Asian bloc isn't intended	That's not possible	Conjunction
I'm encouraged	the earlier strident notes struck by {U.S.
Commerce Secretary Robert} Mosbacher and {U.S.
Trade Representative} Carla Hills have been more rounded	Cause
the U.S. is becoming more patient and circumspect	I believe	Cause
Japan's recent political turbulence may mean Japan will slow market adjustments	They'll be more timorous in tackling their own voters, like opening up more to agricultural imports from America, hurting their farmers	Cause
What we have done is make it easier for the Philippines to continue to host American bases without it being said they are lackeys of the imperialists and the only ones in Asia or in Southeast Asia	We are willing to share the political burden of being host to America, an imperial power	Cause
We are willing to share the political burden of being host to America, an imperial power	We think it isn't such a great burden, that it carries no stigma, and we are prepared to do it	Cause
It's such a mixed-up relationship going back into history	I really do not understand how it is that Filipinos feel so passionately involved in this father figure that they want to dispose of and yet they need	Restatement
I really do not understand how it is that Filipinos feel so passionately involved in this father figure that they want to dispose of and yet they need	I just don't understand it	Restatement
I just don't understand it	My relationships with the British are totally different	Contrast
My relationships with the British are totally different	They lorded it over me	Restatement
They lorded it over me	They did me some good	List
They did me some good	They did themselves even more good	List
They did themselves even more good	They let me down when the Japanese came down {during World War II}	List
They let me down when the Japanese came down {during World War II}	I don't feel down or done in because I show British serials on my television network or read their books	Concession
I don't feel down or done in because I show British serials on my television network or read their books	it is a normal adult relationship	Restatement
But the Filipinos and the Americans there's so much passion about Filipino manhood being diminished as a result of being squatted upon by the Americans and so on	The occasional Englishman tries to put on airs but we let it pass	Contrast
The occasional Englishman tries to put on airs but we let it pass	It's just comic when they try to pretend they're still the master race	Cause
The Soviets already are present	sooner or later, the Japanese would have to fill up a large part of the gap on the naval side	Conjunction
sooner or later, the Japanese would have to fill up a large part of the gap on the naval side	Maybe the Chinese, maybe even the Indians	Alternative
Let's assume that {former Cambodian leader Prince Norodom} Sihanouk does what the press wants him to do and joins up with {Vietnamese-backed Cambodian leader} Hun Sen	Is the trouble over	Cause
Is the trouble over	Can Sihanouk and Hun Sen knock off the Khmer Rouge still supported by China	Restatement
Can Sihanouk and Hun Sen knock off the Khmer Rouge still supported by China	He can't	Contrast
What is the way forward	To get the Khmer Rouge as part of a process for elections	Restatement
And when they lose, then we can expect China to stop aid	Let's put it bluntly.
The Chinese cannot be seen to have made use of the Khmer Rouge and then discard them	Restatement
Ms. House is vice president of Dow Jones International Group	Mr. Wain is editor of The Asian Wall Street Journal	Conjunction
Using small electrical shocks applied to her feet, they were able to monitor sensory nerves	The shocks generated nerve impulses that traveled via spine to brain and showed up clearly on a brain-wave monitor, indicating no damage to the delicate spinal tissue	Cause
Dr. Levy's answer may come with a new kind of magnetic brain probe, a device that he and dozens of U.S. researchers are studying with great hope	Besides holding the promise of safer spinal surgery, the probe could improve the diagnosis of brain and nerve disorders such as strokes and multiple sclerosis	Restatement
Besides holding the promise of safer spinal surgery, the probe could improve the diagnosis of brain and nerve disorders such as strokes and multiple sclerosis	Perhaps most exciting, the device is thrusting open a window to the workings of the brain	Conjunction
The probe, which is painless, non-invasive and apparently harmless, employs strong magnetic fields to induce small whirlwinds of electricity within the brain	If positioned over the brain's motor-control area, the hand-held electromagnets generate nerve impulses that zip down motor nerves and activate muscles, making, say, a finger twitch	Cause
If positioned over the brain's motor-control area, the hand-held electromagnets generate nerve impulses that zip down motor nerves and activate muscles, making, say, a finger twitch	In principle, they will enable doctors to check the body's motor system the way an electrician tests a home's electrical circuits by running current through them	Cause
Until now, we've had no objective way of measuring motor function	All we could do was tell a patient, `squeeze my fingers as hard as you can' or `raise your arm	Alternative
All we could do was tell a patient, `squeeze my fingers as hard as you can' or `raise your arm	Under the best circumstances such tests are subjective	Concession
Under the best circumstances such tests are subjective	when a patient is unconscious, they don't work at all	Contrast
Magnetic brain tweaking started in the early 1900s, when researchers produced flashes of light in the visual field with magnets	In the 1960s, Mayo Clinic researchers developed magnetic devices to stimulate motor nerves in the hand and other limbs	Asynchronous
Since then, at least two commercial versions have been put on the U.S. market, and an estimated 500 have been sold	In August, a Chicago conference on such devices attracted more than 100 researchers, who reported studies on everything from brain mapping to physical therapy	Conjunction
The main sensation, besides feeling like a puppet jerked with invisible strings, is "like a rap on the head	says Sam Bridgers, a neurologist who has studied the brain stimulators at Yale University	Conjunction
At least two companies, Cadwell Laboratories Inc. of Kennewick, Wash., and Novametrix Medical Systems Inc. of Wallingford, Conn., now sell versions of the magnetic devices	The machines, which at $12,500 are inexpensive by medical standards, haven't been approved in the U.S. for marketing as brain stimulators but are sold for stimulating nerves in the hand, legs and other non-brain areas	Restatement
The machines, which at $12,500 are inexpensive by medical standards, haven't been approved in the U.S. for marketing as brain stimulators but are sold for stimulating nerves in the hand, legs and other non-brain areas	Researchers can apply for permission to use the probes for brain studies	Contrast
The devices' most remarkable possibilities, though, involve the brain	Probing with the stimulators, National Institutes of Health scientists recently showed how the brain reorganizes motor-control resources after an amputation	Instantiation
Probing with the stimulators, National Institutes of Health scientists recently showed how the brain reorganizes motor-control resources after an amputation	Similar studies are expected to reveal how stroke patients' brains regroup -- a first step toward finding ways to bolster that process and speed rehabilitation	Conjunction
Scientists also are exploring memory and perception with the new machines	At the State University of New York at Brooklyn, researchers flash two groups of different letters on a computer screen in front of human guinea pigs	Instantiation
At the State University of New York at Brooklyn, researchers flash two groups of different letters on a computer screen in front of human guinea pigs	Between flashes, certain areas in subjects' brains are jolted with a magnetic stimulator	Conjunction
Where does that first stimulus go	Trying to answer that is suggesting all kinds of theories," such as precisely where and how the brain processes incoming signals from the eyes	Cause
The Wilmington, Del., chemicals concern previously signed research superconductor agreements with Oak Ridge National Laboratory and with Argonne National Laboratory	Last year, Du Pont agreed to pay $4.5 million for rights to superconductor work at the University of Houston	Conjunction
it issued $350 million of securities backed by credit-card receivables	J.C. PENNEY Co., Dallas, said	Conjunction
As part of the transaction, J.C. Penney will sell a portion of its credit-card receivables to its JCP Receivables Inc. unit, which will then transfer them to a master trust	The trust will issue the certificates	Asynchronous
Here in this new center for Japanese assembly plants just across the border from San Diego, turnover is dizzying, infrastructure shoddy, bureaucracy intense	Even after-hours drag	Conjunction
Even after-hours drag	karaoke" bars, where Japanese revelers sing over recorded music, are prohibited by Mexico's powerful musicians union	Cause
Still, 20 Japanese companies, including giants such as Sanyo Industries Corp., Matsushita Electronics Components Corp. and Sony Corp. have set up shop in the state of Northern Baja California	Keeping the Japanese happy will be one of the most important tasks facing conservative leader Ernesto Ruffo when he takes office Nov. 1, as the first opposition governor in Mexico's modern history	Cause
But the two countries remain separated by a cultural barrier wider than the ocean	Conservative Japanese investors are put off by what they consider Mexico's restrictive investment regulations and loose work habits	Instantiation
Conservative Japanese investors are put off by what they consider Mexico's restrictive investment regulations and loose work habits	From the Mexicans' viewpoint, vaunted tactics of methodical Japanese managers don't count for much in a land where a saying says "there are no fixed rules	Contrast
Mexican President Carlos Salinas de Gortari would like to change that	The young president so admires Japanese discipline that he sends his children to a Japanese school in Mexico City	Restatement
The young president so admires Japanese discipline that he sends his children to a Japanese school in Mexico City	He already has finagled a $2 billion loan from the Japanese government	Conjunction
But Mexico urgently needs more help	Mr. Salinas's unpopular Institutional Revolutionary Party, or PRI, faces congressional elections in 1991.
For the PRI to stand a chance, Mr. Salinas has to press on with an economic program that so far has succeeded in lowering inflation and providing moderate economic growth	Cause
But maintaining the key components of his strategy will consume enormous amounts of foreign exchange	Mr. Salinas needs big investment inflows -- quickly	Cause
The problem is that Japanese businesses make decisions with a view well beyond the coming months that weigh so heavily on Mr. Salinas	The Japanese will come to Mexico, but not immediately	Restatement
The Japanese will come to Mexico, but not immediately	If not now, when	Contrast
Pressed on the matter, he is more specific	There will be big Japanese investments probably five to 10 years from now	Restatement
Ryukichi Imai, Japan's ambassador to Mexico, agrees that Mexico may be too eager	There seems to be a presumption in some sectors of (Mexico's) government that there is a lot of Japanese money waiting behind the gate, and that by slightly opening the gate, that money will enter Mexico	Restatement
There seems to be a presumption in some sectors of (Mexico's) government that there is a lot of Japanese money waiting behind the gate, and that by slightly opening the gate, that money will enter Mexico	that is the case	Contrast
Mexican officials maintain the Japanese reserve is only a result of unfamiliarity	Because of distance, it takes a while for them to appreciate the economic stability we've achieved," says one economic policymaker	Instantiation
Mexico is sending a number of missions to Japan looking for a major breakthrough investment in telecommunications, petrochemicals or tourism	It is hoped that other Japanese would then follow the leader	Cause
but also reservations about Mexico's recently revamped investment law	Unable to get a new law through a congress with a strong leftist bloc, Mexico jury-rigged the existing law's regulations.
It created special 20-year trusts to allow foreigners 100% ownership in some once-closed industries.
It also made artful use of semantics, redefining as non-strategic industries some that had been in the national domain	Restatement
Unable to get a new law through a congress with a strong leftist bloc, Mexico jury-rigged the existing law's regulations	It created special 20-year trusts to allow foreigners 100% ownership in some once-closed industries	Restatement
Most of the 10 analysts polled last week by Dow Jones International News Service in Frankfurt, Tokyo, London and New York expect the U.S. dollar to ease only mildly in November	Opinion is mixed over its three-month prospects	Conjunction
Opinion is mixed over its three-month prospects	Half of those polled see the currency trending lower over the next three months, while the others forecast a modest rebound after the New Year	Restatement
In late afternoon New York trading yesterday, the dollar stood at 1.8415 West German marks, up from 1.8340 marks late Monday, and at 142.85 yen, up from 141.90 yen late Monday	A month ago, a similar survey predicted the dollar would be trading at 1.8690 marks and 139.75 yen by the end of October	Contrast
By late January, the consensus calls for the dollar to be trading around 1.8200 marks and near 142 yen	Those with a bullish view see the dollar trading up near 1.9000 marks and 145 yen, while the dollar bears see the U.S. currency trading around 1.7600 marks and 138 yen	Restatement
that new home sales for September were down 14% from August's revised 3.1% fall	Bolstering his argument, the Commerce Department reported yesterday	Restatement
Indeed, in early October the West German central bank raised its discount and Lombard rates by a full percentage point	Several other European central banks, notably in Britain, followed the West German Bundesbank's lead by raising their own key rates	Asynchronous
the key dollar-yen exchange rate is at 135 yen	Mr. Kakita said	Restatement
he expects the dollar to recover within the next three months to around 1.88 marks as U.S. economic data, particularly U.S. trade figures, level off	Jens-Uwe Fischer, a senior trader at Manufacturers Hanover Trust Co. in Frankfurt, said	Cause
Alfred Zapfel, chief trader at Bank of Boston in Frankfurt, took an opposite stance	he expects U.S. interest rates to decline, dragging the dollar down to around 1.80 marks by the end of January after a short-lived dash to 1.87 marks by the end of November	Restatement
he expects U.S. interest rates to decline, dragging the dollar down to around 1.80 marks by the end of January after a short-lived dash to 1.87 marks by the end of November	He said	Contrast
But I'm not one of these great dollar bears you see more of these days	I can't really see it dropping far below 1.80 marks	Cause
Scott Greene, chief foreign exchange dealer with Julius Baer & Co. in New York, fits the description of a "great dollar bear	He predicted the U.S. unit will skid below 1.80 marks to around 1.78 marks this month and 1.75 marks by the beginning of the new year	Cause
Earlier this year, President Bush made a final "take-it-or-leave it" offer on the minimum wage: an increase to $4.25 an hour over three years, and only if accompanied by a lower wage for the first six months of a job	Now, the White House has decided to accept the higher wage over only two years	Contrast
Now, the White House has decided to accept the higher wage over only two years	The sub-minimum wage would apply only to first-time teen-age workers for 90 days	Conjunction
The White House had enough votes to sustain a veto but chose to avoid a confrontation	The only permanent losers will be the 200,000 or so workers everyone agrees will be priced out of a job at the $4.25 rate Congress is likely to approve today	Cause
The only permanent losers will be the 200,000 or so workers everyone agrees will be priced out of a job at the $4.25 rate Congress is likely to approve today	It is compromises such as this that convince Washington's liberals that if they simply stay the course, this administration will stray from its own course on this and other issues	Restatement
A separate inquiry by Chemical cleared Mr. Edelson of allegations that he had been lavishly entertained by a New York money broker	That inquiry hasn't resolved similar allegations involving another Chemical options trader	Contrast
A Chemical spokeswoman said the second-quarter charge was "not material" and that no personnel changes were made as a result	The spokeswoman said the Frankfurt situation was "totally different" from problems in the interest-rate options unit	Conjunction
These complex products require close monitoring because each must be valued separately in light of current market conditions	In an interest-rate options contract, a client pays a fee to a bank for custom-tailored protection against adverse interest-rate swings for a specified period	Instantiation
In an interest-rate options contract, a client pays a fee to a bank for custom-tailored protection against adverse interest-rate swings for a specified period	In a forward-rate agreement, a client agrees to an exchange rate on a future currency transaction	Conjunction
Started three years ago, Chemical's interest-rate options group was a leading force in the field	From 1987 to 1988, the value of Chemical's option contracts outstanding mushroomed to $37 billion from $17 billion	Instantiation
More importantly, the volume of options written exceeded those purchased by almost 2-to-1	With such a lopsided book of options Chemical was more vulnerable to erroneous valuation assumptions	Cause
We consider our internal controls to have worked well	she said, adding that some procedures have been strengthened	Conjunction
ts valuation methodologies "are recognized as some of the best on the Street	Not a lot was needed to be done	Cause
The missing watch is emblematic of the problems Mr. Wathen encountered in building his closely held California Plant Protection Security Service into the largest detective and security agency in the U.S. through acquisitions	The ever-optimistic Mr. Wathen has learned that while acquiring a big brand-name company can be a shortcut to growth, it can also bring a host of unforeseen problems	Restatement
Mr. Wathen built his California Plant Protection from a tiny mom-and-pop security patrol firm here in the San Fernando Valley	He joined the firm in 1963 and bought it from the owners the next year	Restatement
he could easily merge Pinkerton's operations with his own while slashing overhead costs because the two already operated in many of the same cities	He decided	Conjunction
The security business is my favorite subject	I love this business	Restatement
I love this business	Most of the LBO guys don't know how to run a business anyway	Contrast
But there were hitches, not the least of which was that he proceeded almost blindly in doing the $95 million acquisition	Mr. Wathen says	Restatement
We weren't allowed to do any due diligence because of competitive reasons	If we had, it might have scared us off	Contrast
Five years of rapid expansion under American Brands, with an emphasis on marketing the agency's services instead of improving them, had hurt Pinkerton's profits	Mr. Wathen claims	Instantiation
his team couldn't tell whether accounts receivable had been paid or not	He says	Conjunction
And regional offices were "egregiously overstaffed	One office had 19 people doing the work of three	Instantiation
his turnaround strategy has been simple: just hack away at the fat	Mr. Wathen says	Restatement
He began by closing 120 of the combined companies' 260 offices in two months, eliminating about 31% of the company's 2,500-person adminstrative staff, including more than 100 sales positions	He shut down the company's tony New York headquarters	Conjunction
But Mr. Wathen's team still must pay down about $82 million of long-term bank debt from the acquisition within the next four years	Last year, earnings of the combined companies didn't cover debt service and Pinkerton's was forced to borrow $20 million of subordinated debt	Conjunction
and Pinkerton's was forced to borrow $20 million of subordinated debt	We wouldn't have had to refinance if a lot of the problems hadn't been there	Contrast
We wouldn't have had to refinance if a lot of the problems hadn't been there	Mr. Wathen says	Contrast
Now Pinkerton's could become entangled in a protracted legal fracas with its former parent	The company recently filed suit in state court in Los Angeles against American Brands, seeking at least $40 million in damages from the Old Greenwich, Conn.-based company	Cause
that an inventory of Pinkerton's memorabilia disclosed that one of the watches hadn't been forked over by American Brands	The lawsuit alleges	Conjunction
American Brands "just had a different approach	Their approach didn't work	Contrast
Broiler prices fell 6.5 cents in October to 30.6 cents a pound, while turkey prices rose 1.2 cents a pound to 38.5 cents	Egg prices averaged 64.2 cents a dozen, down 0.2 cent from September	Conjunction
Paramount, which agreed to sell the unit in July, said it would realize net proceeds from the sale of $2.6 billion, with an after-tax gain of $1.2 billion	Paramount said the gain would be recorded in its fourth quarter, which ended yesterday	Conjunction
it will move immediately to sell two ports, various ferries, ferry services, containers, and other investments	Sea Containers said	Asynchronous
Of the proceeds, $500 million will be used to fund its tender offer	Sea Containers added that the recapitalization plan will reduce its debt by more than $500 million	Concession
that it was considering a restructuring to ward off a hostile takeover attempt by two European shipping concerns	said in mid-June	Cause
In late May, Stena Holding AG and Tiphook PLC, launched a $50-a-share, or $777 million, tender offer for the Hamilton, Bermuda-based Sea Containers	In mid-August, the companies, through their jointly owned holding company, Temple Holdings Ltd., sweetened the offer to $63 a share, or $963 million	Asynchronous
that offering holders a higher, $70-a-share price is "a fairly effective method of blocking" the Stena-Tiphook bid	Walter Kirchberger, an analyst with PaineWebber Inc., said	Conjunction
For holders who decide not to tender their shares, Sea Containers will issue one share of preferred stock with a stated value of $25, plus a cash dividend on the common stock	its directors, management and subsidiaries will remain long-term investors and won't tender any of their shares under the offer	Conjunction
the court has indicated it will make a decision on or about Nov. 27	The company said	Cause
You'd think all the stories about well-heeled communities and developers getting HUD grants would prompt Congress to tighten up on upscale housing subsidies	No way	Concession
No way	Congress has just made it easier for the affluent to qualify for insured loans from the deficit-ridden Federal Housing Administration	Contrast
Congress has just made it easier for the affluent to qualify for insured loans from the deficit-ridden Federal Housing Administration	It appears that the only thing Congress is learning from the HUD story is how to enlarge its control of the honey pot going to special interests	Restatement
Right now, the largest loan the FHA can insure in high-cost housing markets is $101,250	Last week, housing lobbies persuaded Congress to raise the ceiling to $124,875, making FHA loans more accessible to the well-to-do	Contrast
But it does that at the cost of deepening the taxpayer's exposure if the FHA is forced to pay for more loans going sour	This is no idle fearlast year the FHA lost $4.2 billion in loan defaults	Conjunction
